Filename,Barking,Howling,Crying,COSmoke,GlassBreaking,Other
public_00078,5.832805349825776e-09,1.5634019291610457e-05,0.9999700784683228,1.394447735947324e-05,2.9959856817640684e-08,3.3133687793451827e-07
public_00079,0.2576181888580322,0.25520721077919006,0.02402954176068306,0.0003204952517990023,4.840877954848111e-05,0.46277615427970886
public_00080,0.7812808156013489,0.00640485156327486,0.0008690070826560259,7.3632295425341e-06,4.146549690631218e-05,0.21139644086360931
public_00081,1.755315821583281e-07,4.344180837279055e-08,0.9999997615814209,7.534489004923373e-11,3.484613422463645e-12,8.952706909148844e-10
public_00082,8.920140004420318e-08,3.662597114484356e-09,0.9999097585678101,2.6450959467183566e-07,3.744600629573824e-09,8.992208313429728e-05
public_00083,2.7327391194376105e-07,2.0465435568439716e-07,3.765298828284358e-08,0.99998939037323,1.0145494343305472e-05,4.359807448395259e-08
public_00084,2.804111431942147e-07,0.0025017480365931988,0.9974898099899292,7.896020179032348e-06,2.552970670421928e-07,8.463845091455369e-08
public_00085,0.002583618275821209,0.8286476135253906,0.0006527889054268599,0.0013266500318422914,0.0006318129017017782,0.16615749895572662
public_00086,3.847156759828607e-10,0.9999998807907104,1.4844501095012674e-07,2.0362457553435576e-10,1.7261635454346447e-09,1.2429610229958143e-08
public_00087,0.2890712022781372,0.0012445347383618355,4.326867838244652e-06,1.6153712749655824e-06,0.00013821604079566896,0.709540069103241
public_00088,0.0005794298485852778,0.0030501994770020247,2.06870972760953e-05,1.1030756468244363e-06,0.00037365517346188426,0.9959749579429626
public_00089,1.2137586963945068e-05,1.6905503798625432e-05,0.00038718050927855074,0.00013955782924313098,6.118031888036057e-05,0.9993829727172852
public_00090,3.7689387681894004e-05,0.9999604225158691,4.381188389857016e-08,1.716849329369552e-09,2.0350569229776738e-08,1.8886182715505129e-06
public_00091,7.26103689885349e-06,4.037199687445536e-06,7.410206421809562e-07,1.6584443756073597e-06,4.474688012123806e-06,0.9999817609786987
public_00092,0.0026943646371364594,0.017926272004842758,0.21397876739501953,0.012250019237399101,0.007456290535628796,0.7456942200660706
public_00093,0.16361531615257263,8.657563739689067e-06,3.519536733165296e-07,2.1741659566032467e-06,0.00035469603608362377,0.8360188603401184
public_00094,1.7774131125247727e-11,7.942062806021166e-13,1.6515025024615992e-12,0.9999997615814209,2.6636294592208287e-07,1.8982627025820875e-08
public_00095,5.988399220946405e-10,1.1167223396002512e-10,1.0,8.026591197252131e-11,3.4923226013535216e-14,5.72557626310477e-12
public_00096,0.00010131855378858745,0.9857288599014282,0.014166918583214283,1.2572672680732921e-08,1.4070543619126852e-09,2.947788516394212e-06
public_00097,4.32974957220722e-06,2.7401406441640574e-06,1.0146617341888486e-06,4.0452087546327675e-07,1.4983804703661008e-06,0.9999899864196777
public_00098,0.005311508662998676,0.9878618717193604,0.0005090282647870481,8.910727956390474e-06,0.0015336284413933754,0.0047749788500368595
public_00099,2.675634959814488e-06,0.02833458036184311,0.9716355800628662,1.5608158719260246e-05,5.240617610979825e-06,6.3527331803925335e-06
public_00100,0.9998873472213745,0.00010738482524175197,2.352980588149478e-10,1.0379699322271563e-09,2.972034771064891e-11,5.197069185669534e-06
public_00101,0.00033809844171628356,0.9993700385093689,0.000291679723886773,2.6043046830181993e-08,1.1247682607518072e-07,3.640423074102728e-08
public_00102,2.1633109525964755e-08,3.357925271174622e-09,0.9998677968978882,0.0001321809395449236,1.1057291082749998e-08,6.119503515034097e-11
public_00103,0.011976685374975204,0.11509349197149277,0.06613243371248245,0.001091283280402422,0.0005670254467986524,0.8051390647888184
public_00104,1.2389963899295253e-07,3.113887487415923e-06,3.2230107080977177e-06,1.1772547168220626e-06,3.4676431823754683e-06,0.9999889135360718
public_00105,1.7344534697372183e-09,1.5392102037381505e-09,2.9156574377076083e-10,3.4543237159567752e-09,3.983394378792582e-07,0.9999996423721313
public_00106,1.865506327192179e-08,0.9999861717224121,3.7555716971837683e-06,1.2411702243753098e-07,2.439999775560864e-07,9.68168842518935e-06
public_00107,0.0003885488258674741,0.0034132201690226793,0.0003347682941239327,0.000499778485391289,0.0019361005397513509,0.9934275150299072
public_00108,0.0006350520416162908,0.004403981380164623,0.19961592555046082,0.0007137954235076904,5.1125138270435855e-05,0.7945801019668579
public_00109,0.06452909857034683,0.002644652035087347,0.01791234314441681,0.2519286274909973,0.014119426719844341,0.6488657593727112
public_00110,4.0733328205533326e-05,0.9924444556236267,0.007121289148926735,0.00017391532310284674,2.9663733585039154e-05,0.00018986099166795611
public_00111,0.0007253625080920756,0.015599486418068409,0.004716352093964815,0.0014214279362931848,0.0011024773120880127,0.9764348864555359
public_00112,1.9686527593876235e-05,8.947116293711588e-05,4.4278596760705113e-05,3.735148493433371e-05,9.717468492453918e-05,0.9997120499610901
public_00113,1.2300205342111181e-12,3.2836072749731215e-10,6.038556321641408e-10,1.0,9.037539813738782e-12,3.98781159421079e-17
public_00114,1.8059340481380026e-11,4.237409902130285e-12,5.001152914019258e-08,1.0,5.252048129733566e-09,4.3432491896597605e-14
public_00115,0.0005406652926467359,0.996403694152832,0.0022476068697869778,6.507571379188448e-05,1.6362115275114775e-05,0.0007265551830641925
public_00116,8.305506282724195e-11,2.0759735076814056e-12,7.982901991353264e-13,1.0,6.436035515297589e-13,6.278714836630451e-16
public_00117,3.136802433800767e-06,3.2835727324709296e-05,5.386437464949267e-07,6.028245138622879e-07,2.5450864995946176e-05,0.9999374151229858
public_00118,0.0013692999491468072,0.9631478190422058,0.014125008136034012,0.0017219592118635774,0.0014624131144955754,0.018173523247241974
public_00119,0.00010463780927238986,0.9805170893669128,0.006600217428058386,5.577292904490605e-05,7.430085679516196e-05,0.012647985480725765
public_00120,0.9203759431838989,0.024124670773744583,0.0018317881040275097,0.00030044259619899094,0.0003904675832018256,0.052976664155721664
public_00121,1.4689502059184179e-08,1.7360953279421665e-06,0.9999982118606567,2.8214037772755773e-09,2.3344909338973707e-11,3.460439617145039e-12
public_00122,7.487084076274186e-06,0.9889397025108337,0.004698571283370256,3.886032209265977e-05,2.253038837807253e-05,0.006292719393968582
public_00123,0.298799067735672,0.0767907127737999,0.001969433156773448,0.0012179668992757797,0.0009810389019548893,0.6202418208122253
public_00124,3.0739431833293196e-11,1.1461534767217513e-19,6.742866842378396e-23,8.728687396356363e-14,1.0,2.536590192456088e-22
public_00125,0.0004926733090542257,1.4435307775784167e-06,9.319792333706278e-12,6.092416571235049e-10,0.9993909597396851,0.00011493268539197743
public_00126,0.7400339245796204,0.0029921280220150948,0.17266392707824707,0.0003714056219905615,1.8224875020678155e-05,0.08392036706209183
public_00127,0.0001972593308892101,0.000661524070892483,5.039780717197573e-06,0.0016951182624325156,0.4545552730560303,0.5428857803344727
public_00128,0.9998220801353455,0.0001577525690663606,1.4658584133846186e-13,1.7777421201792265e-10,2.0090559701202437e-05,5.4436277707736735e-08
public_00129,0.03456313908100128,0.001747329137288034,0.0003579019976314157,4.6572899918828625e-06,0.05998683348298073,0.9033401608467102
public_00130,0.19212773442268372,0.049689751118421555,0.1467728167772293,0.0009435223182663321,0.00018123732297681272,0.6102849245071411
public_00131,1.3448287745632115e-06,2.098604636557866e-05,4.4097152567701414e-05,1.3057113790182484e-07,7.938569410725904e-07,0.9999326467514038
public_00132,0.0015503930626437068,4.6175540546755656e-07,7.730089346402735e-10,2.942656074367278e-08,0.9984196424484253,2.9557108064182103e-05
public_00133,8.796016572887311e-07,0.05424434319138527,0.9421544671058655,0.0036000185646116734,3.6319713103694085e-07,1.1469771798999773e-08
public_00134,1.9274439466698823e-07,2.398039267159646e-10,0.9999997615814209,3.006247681347496e-11,5.453007362603464e-14,4.9213010646894165e-14
public_00135,0.003946150187402964,0.003232730785384774,0.9924728870391846,0.00032896612538024783,7.871155503380578e-06,1.1466036994534079e-05
public_00136,1.5836689271964133e-05,4.643060947273625e-06,0.004511663224548101,2.895745637943037e-05,5.22688205819577e-05,0.9953866600990295
public_00137,0.002214210107922554,0.00017134918016381562,1.1378943781892303e-05,2.7543386750039645e-05,0.000350421090843156,0.9972250461578369
public_00138,2.5156273508741833e-08,4.153816348662076e-07,1.9559372503863415e-06,5.07685058437346e-07,1.582098008157118e-07,0.9999970197677612
public_00139,3.1663548725191504e-06,1.1302735401841346e-05,2.8835131615778664e-06,7.205212114058668e-06,5.975871772534447e-06,0.999969482421875
public_00140,4.2539641254002447e-10,1.067867394510813e-08,2.5595912542253352e-11,1.0445651010826396e-09,3.484738044789992e-05,0.9999651908874512
public_00141,0.011509742587804794,0.42373043298721313,0.08497253805398941,0.00020306652004364878,0.005222715437412262,0.47436144948005676
public_00142,3.5493283689902455e-07,2.770316996247857e-06,1.4058404076422448e-06,7.974960567480593e-07,1.1904728580702795e-06,0.9999934434890747
public_00143,0.00028875708812847733,0.0011740635382011533,0.9966310858726501,0.0001516228076070547,3.120186011074111e-05,0.0017231762176379561
public_00144,1.2721059192699613e-06,0.004470724146813154,0.9910962581634521,0.00021185285004321486,5.467689334182069e-06,0.004214372485876083
public_00145,1.0816090707521653e-06,0.9999978542327881,5.457209226733539e-07,8.483293179040174e-09,2.342544647149225e-08,4.737585754810425e-07
public_00146,0.0014909801539033651,0.13081029057502747,0.023889102041721344,0.001724692527204752,0.0010264917509630322,0.8410584926605225
public_00147,0.26980170607566833,0.30162888765335083,0.38238823413848877,0.015485097654163837,0.01274152658879757,0.017954550683498383
public_00148,0.02527671679854393,0.27322930097579956,0.6034897565841675,0.000623769243247807,0.09158205986022949,0.005798425991088152
public_00149,0.8594792485237122,0.13974693417549133,1.7518590539111756e-05,1.0138769539480563e-05,1.8705439288169146e-05,0.0007273892406374216
public_00150,0.006225769408047199,0.9790965914726257,0.0002239091118099168,0.0001821818295866251,0.0008920200634747744,0.013379474170506
public_00151,0.0005662388866767287,1.9090941350441426e-05,0.9993014335632324,0.00010989327711286023,2.2509916561830323e-06,1.0808846582222031e-06
public_00152,1.1275747446859441e-08,2.1743819189623537e-08,7.565292836630988e-11,4.044694856819575e-10,1.28285051914645e-07,0.9999998807907104
public_00153,1.2239349809500047e-17,3.1935300535898003e-19,1.32232960373829e-17,1.0,3.93386029385657e-15,8.753239717696859e-19
public_00154,4.527193731007628e-09,0.999984622001648,1.9513147435645806e-06,5.5173661195340173e-08,1.938214353458534e-07,1.3211300029070117e-05
public_00155,9.285866326536052e-06,3.8360005419235677e-05,2.7092448817711556e-07,0.0048986379988491535,0.9345404505729675,0.06051306799054146
public_00156,2.4929445885391033e-07,5.964593583485112e-07,3.8189803319710336e-08,8.283470265268988e-08,2.534928000841319e-07,0.9999988079071045
public_00157,0.5946235060691833,0.39911314845085144,7.98672317614546e-06,3.8949337977101095e-07,5.974763439553499e-07,0.006254364736378193
public_00158,2.775369409846462e-07,0.07332820445299149,0.9266703128814697,5.990157774249383e-07,6.850875422514946e-08,5.496332278198679e-07
public_00159,8.199438525480218e-06,3.991548567228165e-07,3.3568166024622315e-09,0.2074710726737976,0.7925202250480652,1.1560096879748016e-07
public_00160,0.007340751588344574,0.01438206434249878,0.0018943340983241796,4.2801093513844535e-06,7.164382623159327e-06,0.9763714075088501
public_00161,0.160433828830719,0.0751650407910347,0.7643858194351196,1.209003858093638e-05,1.586274720466463e-06,1.6203617860810482e-06
public_00162,4.0294125369655376e-07,7.208486181298213e-07,2.1821979778735567e-09,3.065845133320977e-09,6.865547766210511e-05,0.9999302625656128
public_00163,0.00012494143447838724,0.9954192638397217,2.281711431351141e-06,5.621801051347575e-07,0.004438078962266445,1.4859442671877332e-05
public_00164,1.289442650431738e-07,1.4335711284729769e-06,3.900811673673843e-09,1.5977326128790992e-09,3.575670604050174e-08,0.9999984502792358
public_00165,1.0483804544492159e-05,0.3750773072242737,0.6248645782470703,5.434381478153227e-07,2.6213669457320066e-07,4.689624620368704e-05
public_00166,0.07093117386102676,0.9228612184524536,0.006044639274477959,9.737191430758685e-05,2.851636236300692e-05,3.700914021464996e-05
public_00167,5.5490084749365565e-11,0.9999998807907104,2.0370013231740813e-08,4.794059593749012e-10,3.249348345946146e-09,7.204008056760358e-08
public_00168,2.179777766286861e-06,0.9976934790611267,1.2268531463632826e-05,1.6492447230120888e-07,1.2927048373967409e-05,0.0022789856884628534
public_00169,0.002680327510461211,0.014082242734730244,0.9830372929573059,0.00011695930152200162,5.266246444080025e-05,3.0556111596524715e-05
public_00170,1.2916450486955e-07,8.611586999052179e-09,7.249183024693462e-12,0.999998927116394,3.388693059491743e-08,8.98773578228429e-07
public_00171,1.5882708481740337e-08,1.2153117268098867e-07,4.640097639452279e-09,1.1538628719165445e-08,1.9141575080539042e-07,0.9999996423721313
public_00172,2.204386930770852e-07,0.5272560715675354,0.47274330258369446,5.191600749299141e-08,3.532652392834734e-09,2.9442671234392037e-07
public_00173,0.00019035536388400942,0.0008620382868684828,0.00037617559428326786,0.00011422928946558386,0.0003587357059586793,0.9980984330177307
public_00174,0.0008043048437684774,0.1317952424287796,0.5604684352874756,0.005167377647012472,0.00270354887470603,0.2990610599517822
public_00175,4.936121911214286e-08,1.0344015066721113e-07,2.732120973902852e-09,3.3398481202873143e-10,1.662493929188713e-07,0.9999997615814209
public_00176,6.3132436778357e-11,1.0,5.682336823298328e-10,4.708542583609088e-13,4.048395733230459e-12,1.855098297198765e-10
public_00177,0.0009146477677859366,0.00012558410526253283,1.4910759091435466e-05,0.9400149583816528,0.006274821236729622,0.052655044943094254
public_00178,2.4860533631709814e-09,0.08523354679346085,0.9147639870643616,2.453777597111184e-06,3.0351139379547476e-09,9.049646448877624e-11
public_00179,1.094305002169449e-08,8.306701460014665e-08,4.573075695901707e-09,4.062510683411347e-08,4.2299282654312265e-07,0.9999994039535522
public_00180,3.6895188293417647e-11,0.9999997615814209,2.2923782694306283e-07,1.3435663172300938e-12,6.587432422461292e-12,7.011740493778618e-11
public_00181,0.001571645843796432,0.9969670176506042,0.0014498700620606542,8.153707042879432e-09,8.094425396620863e-08,1.1478011401777621e-05
public_00182,0.9971544742584229,3.339198156027123e-05,2.024875129791326e-06,7.401231414405629e-07,1.2798336683772504e-05,0.0027965581975877285
public_00183,0.0028542110230773687,0.9617928266525269,0.004431429319083691,1.5128141967579722e-05,0.00011490991892060265,0.030791474506258965
public_00184,0.008127311244606972,0.00045376730849966407,0.00930692907422781,0.9606759548187256,0.0006272810278460383,0.020808789879083633
public_00185,5.283904465613887e-05,3.2270975225401344e-07,0.002492394531145692,2.4417056465608766e-06,9.504000217930297e-07,0.9974510073661804
public_00186,7.109389466020133e-11,2.0124834090862187e-11,1.1460843385435737e-10,1.0,6.074633018826603e-10,2.2823299240110062e-12
public_00187,9.65653512013942e-12,5.301133230301014e-12,1.1318340877161312e-13,1.0,1.665267229666867e-10,3.103878265520166e-11
public_00188,0.003131256438791752,0.10721717029809952,0.8880913257598877,0.00015923062164802104,9.770177712198347e-05,0.0013032215647399426
public_00189,0.001562365796416998,1.8143628039979376e-05,0.9982748031616211,0.00013072710135020316,3.7576567137875827e-06,1.0190074135607574e-05
public_00190,0.09293584525585175,3.784975206144736e-06,7.463243036909262e-07,0.00016536531620658934,0.01078460831195116,0.8961096405982971
public_00191,1.0052165634988341e-05,6.464076432166621e-05,2.1555655038696386e-08,3.9539983731629036e-08,3.1319866593548795e-06,0.9999221563339233
public_00192,1.6774247342254966e-05,0.9950672388076782,0.003682173788547516,0.0002753766893874854,7.643157005077228e-05,0.0008820276125334203
public_00193,3.6942237784387544e-06,9.685629265732132e-06,3.486492516913131e-07,0.9999860525131226,1.8286768010966625e-07,5.177028944425288e-11
public_00194,0.00029082351829856634,0.0009150229743681848,1.2176725761037233e-07,3.082088733208366e-05,6.008502850818331e-07,0.9987626075744629
public_00195,0.0001346531353192404,0.00014523461868520826,0.0015723215183243155,7.801417086739093e-05,0.00010281513095833361,0.9979669451713562
public_00196,6.810817865243735e-08,0.9998551607131958,0.0001445261004846543,4.148268928361176e-08,2.2733066984415018e-08,6.971746557837832e-08
public_00197,2.8481031222327147e-06,0.010458853095769882,1.436500838281063e-07,3.678648283766961e-07,0.004807870835065842,0.9847299456596375
public_00198,1.4012280918906939e-11,1.0,1.699720719727793e-08,9.270512309200729e-12,2.2695900714353456e-11,2.1722670329182847e-09
public_00199,0.08324259519577026,0.9166825413703918,7.02787446016373e-08,3.7140315267691904e-09,2.55688007655408e-07,7.452418503817171e-05
public_00200,0.2084178775548935,0.47769036889076233,0.31385594606399536,1.7979716631089104e-06,5.646087970490044e-07,3.3470700145699084e-05
public_00201,3.77242415083856e-09,2.226582829223389e-08,2.6706956646194158e-09,3.657070202223167e-09,6.98557443001846e-08,0.9999998807907104
public_00202,0.0007908129482530057,4.77736921311589e-06,0.9970582723617554,4.412022099131718e-05,1.1662516499200137e-06,0.002100894460454583
public_00203,0.9999973773956299,2.5508052203804255e-06,1.5994100488470053e-10,8.815358398805984e-08,8.486310543176501e-10,4.7287237195598256e-14
public_00204,7.926809485070407e-05,1.3834176115778973e-06,9.375076359674495e-08,1.7226696513716888e-08,0.00012631733261514455,0.9997928738594055
public_00205,0.40893566608428955,0.40940040349960327,0.002081178827211261,0.012850770726799965,0.007704747840762138,0.159027099609375
public_00206,1.709631014534807e-08,4.009275116761968e-12,3.204295146276917e-14,1.0,1.0485625701051049e-08,1.1456041670854233e-09
public_00207,0.00010437206219648942,0.016858000308275223,0.5488829612731934,0.001209715148434043,0.0002191732346545905,0.43272578716278076
